,cum_distance,delta_distance,feed_rate,flow_rate,pressure,rpm,run_id,time,wob
0,0.0,0.0,0.0,18.0,228.8,300.0,31574,2015-11-04 12:50:11,23867.0
1,2.7,2.7,2.6,17.9,226.7,302.0,31574,2015-11-04 12:51:11,21261.0
2,5.6,2.8999999999999995,2.8,18.0,221.8,303.0,31574,2015-11-04 12:52:11,21266.0
3,8.4,2.8000000000000007,2.7,17.9,217.2,300.0,31574,2015-11-04 12:53:11,21343.0
4,11.0,2.5999999999999996,2.6,17.9,212.9,300.0,31574,2015-11-04 12:54:11,21438.0
5,11.2,0.1999999999999993,1.6,13.6,210.5,282.0,31574,2015-11-04 12:54:23,21755.0
6,0.0,0.0,0.5,15.2,11.2,48.0,31726,2015-11-09 14:34:42,5215.0
7,0.0,0.0,0.5,15.5,10.6,60.0,31726,2015-11-09 14:34:47,4843.0
8,0.0,0.0,0.1,15.5,12.5,0.0,31727,2015-11-09 14:37:43,3295.0
9,1.3,1.3,1.1,13.7,11.5,94.0,31727,2015-11-09 14:38:43,460.0
10,2.9,1.5999999999999999,1.5,12.1,10.7,96.0,31727,2015-11-09 14:39:43,255.0
11,5.7,2.8000000000000003,2.7,12.2,10.4,96.0,31727,2015-11-09 14:40:43,114.0
12,8.5,2.8,2.7,12.2,10.2,96.0,31727,2015-11-09 14:41:43,3.0
13,11.9,3.4000000000000004,3.3,12.1,10.0,96.0,31727,2015-11-09 14:42:43,300.0
14,15.7,3.799999999999999,3.8,12.2,9.8,96.0,31727,2015-11-09 14:43:43,110.0
15,19.6,3.900000000000002,3.8,12.1,9.5,96.0,31727,2015-11-09 14:44:43,62.0
16,23.5,3.8999999999999986,3.8,12.1,9.2,96.0,31727,2015-11-09 14:45:43,-9.0
17,27.3,3.8000000000000007,3.8,12.1,9.0,96.0,31727,2015-11-09 14:46:43,73.0
18,31.1,3.8000000000000007,3.7,12.1,8.5,97.0,31727,2015-11-09 14:47:43,-10.0
19,34.5,3.3999999999999986,3.4,12.1,8.2,98.0,31727,2015-11-09 14:48:43,1404.0
20,34.8,0.29999999999999716,0.2,12.1,8.2,113.0,31727,2015-11-09 14:49:43,1330.0
21,36.6,1.8000000000000043,1.7,12.2,8.4,144.0,31727,2015-11-09 14:50:43,3019.0
22,32.9,-3.700000000000003,-1.4,12.2,8.6,149.0,31727,2015-11-09 14:51:43,3123.0
23,35.0,2.1000000000000014,2.0,12.2,8.8,178.0,31727,2015-11-09 14:52:43,468.0
24,36.4,1.3999999999999986,1.4,12.2,9.0,180.0,31727,2015-11-09 14:53:43,1964.0
25,37.8,1.3999999999999986,1.3,12.2,9.2,180.0,31727,2015-11-09 14:54:43,3204.0
26,39.1,1.3000000000000043,1.2,12.2,9.3,179.0,31727,2015-11-09 14:55:43,4567.0
27,37.6,-1.5,-0.2,12.2,9.5,172.0,31727,2015-11-09 14:56:43,5565.0
28,35.5,-2.1000000000000014,-6.8,12.3,9.7,174.0,31727,2015-11-09 14:57:09,3867.0
29,0.0,-35.5,3.5,12.4,8.8,0.0,31728,2015-11-09 14:58:40,3509.0
30,0.4,0.4,0.4,12.3,9.7,178.0,31728,2015-11-09 14:59:20,1803.0
31,0.0,-0.4,0.0,12.0,11.2,180.0,31729,2015-11-09 14:59:32,-136.0
32,1.8,1.8,1.7,12.3,9.5,180.0,31729,2015-11-09 15:00:32,229.0
33,3.5,1.7,1.7,12.3,9.2,180.0,31729,2015-11-09 15:01:32,1186.0
34,5.2,1.7000000000000002,1.6,12.3,9.2,180.0,31729,2015-11-09 15:02:32,2467.0
35,6.8,1.5999999999999996,1.6,12.3,9.1,180.0,31729,2015-11-09 15:03:32,3878.0
36,8.4,1.6000000000000005,1.5,12.3,8.8,180.0,31729,2015-11-09 15:04:32,5188.0
37,9.9,1.5,1.5,12.3,8.7,180.0,31729,2015-11-09 15:05:32,6637.0
38,10.3,0.40000000000000036,1.2,12.3,8.6,177.0,31729,2015-11-09 15:05:59,7400.0
39,0.0,-10.3,0.0,12.4,7.5,120.0,31730,2015-11-09 15:06:40,8277.0
40,-6.2,-6.2,-5.6,12.3,8.7,151.0,31730,2015-11-09 15:07:40,2439.0
41,-4.4,1.7999999999999998,1.7,12.2,8.8,192.0,31730,2015-11-09 15:08:40,686.0
42,-3.0,1.4000000000000004,1.3,12.3,8.5,192.0,31730,2015-11-09 15:09:40,2314.0
43,-1.8,1.2,1.1,12.3,8.6,192.0,31730,2015-11-09 15:10:40,3330.0
44,-0.8,1.0,1.0,12.4,8.5,192.0,31730,2015-11-09 15:11:40,4234.0
45,0.3,1.1,1.0,12.4,8.4,192.0,31730,2015-11-09 15:12:40,5199.0
46,1.3,1.0,1.0,12.3,8.3,192.0,31730,2015-11-09 15:13:40,6124.0
47,2.7,1.4000000000000001,1.2,12.4,8.1,192.0,31730,2015-11-09 15:14:40,7018.0
48,4.3,1.5999999999999996,1.6,12.4,8.2,192.0,31730,2015-11-09 15:15:40,8400.0
49,5.9,1.6000000000000005,1.6,12.4,8.0,192.0,31730,2015-11-09 15:16:40,9638.0
50,6.4,0.5,1.1,12.4,8.0,187.0,31730,2015-11-09 15:17:17,10482.0
51,0.0,-6.4,-13.4,12.4,7.5,144.0,31731,2015-11-09 15:18:16,7236.0
52,0.0,0.0,0.0,12.4,8.4,184.0,31731,2015-11-09 15:18:35,7448.0
53,0.0,0.0,0.0,12.4,8.8,228.0,31732,2015-11-09 15:18:58,2642.0
54,3.8,3.8,3.4,12.4,8.5,228.0,31732,2015-11-09 15:19:58,830.0
55,7.3,3.5,3.6,12.4,8.4,228.0,31732,2015-11-09 15:20:58,4701.0
56,9.5,2.2,2.2,12.4,8.2,228.0,31732,2015-11-09 15:21:58,7296.0
57,10.6,1.0999999999999996,1.6,12.4,8.5,224.0,31732,2015-11-09 15:22:39,8368.0
58,0.0,-10.6,2.9,13.1,10.0,48.0,31733,2015-11-09 16:30:19,-820.0
59,17.4,17.4,17.1,20.0,14.8,70.0,31733,2015-11-09 16:31:19,-2484.0
60,36.1,18.700000000000003,18.1,22.6,16.4,72.0,31733,2015-11-09 16:32:19,-2583.0
61,49.4,13.299999999999997,13.9,22.7,15.6,75.0,31733,2015-11-09 16:33:19,-2016.0
62,51.0,1.6000000000000014,1.5,22.7,15.4,96.0,31733,2015-11-09 16:34:19,727.0
63,52.3,1.2999999999999972,1.3,22.7,16.0,96.0,31733,2015-11-09 16:35:19,1726.0
64,50.3,-2.0,-2.8,22.6,16.5,138.0,31733,2015-11-09 16:36:19,1272.0
65,51.6,1.3000000000000043,1.2,22.6,16.9,144.0,31733,2015-11-09 16:37:19,211.0
66,52.9,1.2999999999999972,1.3,22.7,17.3,144.0,31733,2015-11-09 16:38:19,2191.0
67,54.2,1.3000000000000043,1.2,22.6,18.1,144.0,31733,2015-11-09 16:39:19,3558.0
68,55.4,1.1999999999999957,1.1,22.6,18.3,144.0,31733,2015-11-09 16:40:19,4477.0
69,56.4,1.0,1.0,22.6,18.8,144.0,31733,2015-11-09 16:41:19,5244.0
70,57.4,1.0,1.0,22.6,19.4,143.0,31733,2015-11-09 16:42:19,6174.0
71,55.8,-1.6000000000000014,-1.4,22.6,19.7,141.0,31733,2015-11-09 16:43:11,6534.0
72,0.0,-55.8,0.0,22.3,18.8,120.0,31734,2015-11-09 16:43:58,6220.0
73,1.1,1.1,1.0,22.7,20.5,116.0,31734,2015-11-09 16:44:58,3713.0
74,2.3,1.1999999999999997,1.1,22.7,20.5,123.0,31734,2015-11-09 16:45:58,4934.0
75,3.4,1.1,1.1,22.5,20.0,127.0,31734,2015-11-09 16:46:58,6244.0
76,4.4,1.0000000000000004,1.1,22.8,20.0,136.0,31734,2015-11-09 16:47:58,7893.0
77,-2.8,-7.2,-6.9,22.7,22.2,214.0,31734,2015-11-09 16:48:58,1728.0
78,-1.0,1.7999999999999998,1.8,22.6,22.6,222.0,31734,2015-11-09 16:49:58,1402.0
79,0.7,1.7,1.7,22.6,23.6,248.0,31734,2015-11-09 16:50:58,3164.0
80,2.4,1.7,1.6,22.8,24.2,251.0,31734,2015-11-09 16:51:58,4568.0
81,3.9,1.5,1.4,22.8,24.1,247.0,31734,2015-11-09 16:52:58,5960.0
82,5.3,1.4,1.4,22.7,25.3,246.0,31734,2015-11-09 16:53:58,7608.0
83,6.4,1.1000000000000005,1.1,22.7,26.5,245.0,31734,2015-11-09 16:54:58,8651.0
84,6.4,0.0,0.0,0.0,0.0,0.0,31734,2015-11-09 16:55:00,0.0
85,0.0,-6.4,0.0,22.6,32.5,84.0,31735,2015-11-09 16:57:05,4559.0
86,-3.6,-3.6,-3.5,22.7,29.4,86.0,31735,2015-11-09 16:58:05,727.0
87,-1.6,2.0,1.9,22.7,29.4,84.0,31735,2015-11-09 16:59:05,138.0
88,-0.4,1.2000000000000002,1.1,22.6,30.4,83.0,31735,2015-11-09 17:00:05,942.0
89,0.6,1.0,1.0,22.6,31.8,84.0,31735,2015-11-09 17:01:05,2305.0
90,1.7,1.1,1.0,22.6,33.1,84.0,31735,2015-11-09 17:02:05,3065.0
91,2.6,0.9000000000000001,0.9,22.6,35.0,84.0,31735,2015-11-09 17:03:05,3971.0
92,3.6,1.0,0.9,22.6,37.0,84.0,31735,2015-11-09 17:04:05,4757.0
93,4.5,0.8999999999999999,0.9,22.6,38.5,90.0,31735,2015-11-09 17:05:05,5496.0
94,5.4,0.9000000000000004,0.9,22.6,41.2,88.0,31735,2015-11-09 17:06:05,6307.0
95,6.3,0.8999999999999995,0.8,22.5,45.1,91.0,31735,2015-11-09 17:07:05,6987.0
96,6.5,0.20000000000000018,0.8,22.5,46.3,90.0,31735,2015-11-09 17:07:26,7430.0
97,0.0,-6.5,0.9,21.9,61.2,50.0,31736,2015-11-09 17:07:28,7565.0
98,0.8,0.8,0.8,22.5,50.5,88.0,31736,2015-11-09 17:08:28,8343.0
99,1.7,0.8999999999999999,0.8,22.3,57.1,86.0,31736,2015-11-09 17:09:28,9094.0
100,1.9,0.19999999999999996,0.2,17.3,54.6,86.0,31736,2015-11-09 17:10:28,8569.0
101,-11.3,-13.200000000000001,-11.2,16.3,56.1,88.0,31736,2015-11-09 17:11:28,3663.0
102,-11.3,0.0,0.0,16.3,33.1,84.0,31736,2015-11-09 17:12:28,2816.0
103,-12.5,-1.1999999999999993,-0.9,16.6,25.8,84.0,31736,2015-11-09 17:13:28,1741.0
104,-11.3,1.1999999999999993,1.2,16.7,18.7,84.0,31736,2015-11-09 17:14:28,-765.0
105,-10.1,1.200000000000001,1.1,16.6,16.9,84.0,31736,2015-11-09 17:15:28,-561.0
106,-8.9,1.1999999999999993,1.1,16.7,16.1,211.0,31736,2015-11-09 17:16:28,-424.0
107,-6.9,2.0,1.8,16.7,17.0,252.0,31736,2015-11-09 17:17:28,472.0
108,-4.3,2.6000000000000005,2.6,16.8,17.6,252.0,31736,2015-11-09 17:18:28,2606.0
109,-1.8,2.5,2.4,16.8,18.3,252.0,31736,2015-11-09 17:19:28,4854.0
110,0.7,2.5,2.3,16.8,19.3,252.0,31736,2015-11-09 17:20:28,7133.0
111,1.6,0.9000000000000001,1.9,16.8,20.1,241.0,31736,2015-11-09 17:21:00,8566.0
112,0.0,-1.6,0.0,17.0,12.5,96.0,31737,2015-11-09 17:25:11,4001.0
113,3.1,3.1,2.9,16.8,13.8,106.0,31737,2015-11-09 17:26:11,-160.0
114,6.1,2.9999999999999996,3.0,16.8,13.3,132.0,31737,2015-11-09 17:27:11,50.0
115,9.0,2.9000000000000004,2.8,16.8,13.3,133.0,31737,2015-11-09 17:28:11,1882.0
116,11.8,2.8000000000000007,2.7,16.7,13.9,142.0,31737,2015-11-09 17:29:11,4516.0
117,11.9,0.09999999999999964,1.4,16.7,13.8,116.0,31737,2015-11-09 17:29:23,5811.0
118,0.0,-11.9,0.0,17.0,15.0,72.0,31738,2015-11-09 17:29:51,5765.0
119,0.0,0.0,0.3,16.6,15.0,0.0,31738,2015-11-09 17:29:54,0.0
120,0.0,0.0,1.3,17.0,12.5,0.0,31739,2015-11-09 17:29:56,5739.0
121,1.4,1.4,1.5,16.7,14.5,81.0,31739,2015-11-09 17:30:56,6910.0
122,1.9,0.5,0.4,16.7,14.8,79.0,31739,2015-11-09 17:31:56,7305.0
123,2.4,0.5,0.4,13.9,13.8,76.0,31739,2015-11-09 17:32:56,7662.0
124,2.4,0.0,0.3,12.5,13.2,72.0,31739,2015-11-09 17:33:12,7619.0
125,0.0,-2.4,0.0,12.7,15.0,60.0,31740,2015-11-09 17:34:21,7931.0
126,0.4,0.4,0.3,12.6,14.0,63.0,31740,2015-11-09 17:35:21,8226.0
127,0.7,0.29999999999999993,0.3,12.5,14.6,63.0,31740,2015-11-09 17:36:21,8566.0
128,0.8,0.10000000000000009,0.3,12.5,14.9,60.0,31740,2015-11-09 17:36:45,8590.0
129,0.0,-0.8,0.3,12.7,17.5,10.0,31741,2015-11-09 17:36:46,8399.0
130,0.3,0.3,0.3,12.5,15.5,64.0,31741,2015-11-09 17:37:46,8998.0
131,0.6,0.3,0.3,12.5,16.0,61.0,31741,2015-11-09 17:38:46,9294.0
132,0.7,0.09999999999999998,0.2,12.6,16.3,60.0,31741,2015-11-09 17:39:08,8744.0
133,0.0,-0.7,1.0,12.4,20.0,48.0,31742,2015-11-09 17:45:36,7554.0
134,1.1,1.1,1.1,12.5,22.8,49.0,31742,2015-11-09 17:46:36,8562.0
135,2.2,1.1,0.9,12.5,24.0,49.0,31742,2015-11-09 17:47:36,9566.0
136,3.1,0.8999999999999999,0.9,12.5,25.8,48.0,31742,2015-11-09 17:48:36,10857.0
137,3.9,0.7999999999999998,0.8,12.5,27.8,48.0,31742,2015-11-09 17:49:36,11633.0
138,4.8,0.8999999999999999,0.8,12.5,30.0,48.0,31742,2015-11-09 17:50:36,12274.0
139,5.6,0.7999999999999998,0.7,12.5,33.3,49.0,31742,2015-11-09 17:51:36,12929.0
140,6.4,0.8000000000000007,0.7,12.4,36.7,48.0,31742,2015-11-09 17:52:36,13654.0
141,7.1,0.6999999999999993,0.7,12.4,41.3,48.0,31742,2015-11-09 17:53:36,14202.0
142,7.9,0.8000000000000007,0.7,12.4,47.2,48.0,31742,2015-11-09 17:54:36,14678.0
143,8.5,0.5999999999999996,0.6,12.4,56.7,48.0,31742,2015-11-09 17:55:36,15121.0
144,9.0,0.5,0.4,12.3,68.8,48.0,31742,2015-11-09 17:56:36,14850.0
145,9.7,0.6999999999999993,0.7,11.7,87.8,48.0,31742,2015-11-09 17:57:36,15540.0
146,2.6,-7.1,-2.3,11.2,107.2,48.0,31742,2015-11-09 17:58:36,14475.0
147,3.3,0.6999999999999997,0.5,11.3,82.7,48.0,31742,2015-11-09 17:59:36,11715.0
148,5.2,1.9000000000000004,1.9,11.2,62.1,48.0,31742,2015-11-09 18:00:36,10987.0
149,7.3,2.0999999999999996,2.0,11.3,61.4,48.0,31742,2015-11-09 18:01:36,12736.0
150,8.8,1.5000000000000009,1.5,11.4,72.1,48.0,31742,2015-11-09 18:02:36,14109.0
151,-0.8,-9.600000000000001,-3.0,11.1,87.2,48.0,31742,2015-11-09 18:03:36,13049.0
152,1.5,2.3,2.2,11.4,60.3,71.0,31742,2015-11-09 18:04:36,8732.0
153,4.8,3.3,3.1,11.4,42.0,84.0,31742,2015-11-09 18:05:36,10664.0
154,7.0,2.2,2.2,11.4,39.6,84.0,31742,2015-11-09 18:06:36,12846.0
155,8.1,1.0999999999999996,1.0,11.3,44.4,84.0,31742,2015-11-09 18:07:36,13805.0
156,9.4,1.3000000000000007,1.2,11.3,54.0,84.0,31742,2015-11-09 18:08:36,15323.0
157,10.5,1.0999999999999996,1.1,11.3,67.6,84.0,31742,2015-11-09 18:09:36,16672.0
158,11.3,0.8000000000000007,0.2,11.1,84.7,84.0,31742,2015-11-09 18:10:36,16478.0
159,5.7,-5.6000000000000005,2.8,11.3,88.7,86.0,31742,2015-11-09 18:11:36,12687.0
160,13.5,7.8,7.3,11.4,49.8,84.0,31742,2015-11-09 18:12:36,6062.0
161,15.2,1.6999999999999993,1.7,11.5,31.2,84.0,31742,2015-11-09 18:13:36,7230.0
162,17.0,1.8000000000000007,1.7,11.6,22.2,84.0,31742,2015-11-09 18:14:36,5793.0
163,18.6,1.6000000000000014,1.6,11.6,16.4,84.0,31742,2015-11-09 18:15:36,6378.0
164,20.2,1.5999999999999979,1.5,11.6,12.7,86.0,31742,2015-11-09 18:16:36,7418.0
165,21.7,1.5,1.5,11.7,10.5,81.0,31742,2015-11-09 18:17:36,8693.0
166,22.9,1.1999999999999993,1.2,11.7,8.8,92.0,31742,2015-11-09 18:18:36,9901.0
167,23.8,0.9000000000000021,0.8,11.7,7.5,96.0,31742,2015-11-09 18:19:36,10859.0
168,24.6,0.8000000000000007,0.8,11.7,6.8,96.0,31742,2015-11-09 18:20:36,11524.0
169,25.4,0.7999999999999972,0.7,11.7,6.4,96.0,31742,2015-11-09 18:21:36,12294.0
170,26.1,0.7000000000000028,0.6,11.7,6.1,96.0,31742,2015-11-09 18:22:36,12691.0
171,26.8,0.6999999999999993,0.6,11.7,5.8,96.0,31742,2015-11-09 18:23:36,11930.0
172,27.8,1.0,1.0,11.5,5.4,96.0,31742,2015-11-09 18:24:36,10524.0
173,28.8,1.0,0.9,11.7,5.0,96.0,31742,2015-11-09 18:25:36,11483.0
174,29.8,1.0,0.9,11.7,4.6,96.0,31742,2015-11-09 18:26:36,12276.0
175,30.7,0.8999999999999986,0.9,11.7,4.5,96.0,31742,2015-11-09 18:27:36,13217.0
176,31.7,1.0,0.9,11.7,4.4,96.0,31742,2015-11-09 18:28:36,13828.0
177,31.1,-0.5999999999999979,-0.3,11.7,4.3,96.0,31742,2015-11-09 18:29:10,13792.0
178,0.0,-31.1,1.4,11.7,5.0,36.0,31743,2015-11-09 18:29:25,12054.0
179,1.2,1.2,1.2,11.7,4.6,83.0,31743,2015-11-09 18:30:25,13609.0
180,2.1,0.9000000000000001,0.9,11.7,4.7,84.0,31743,2015-11-09 18:31:25,14748.0
181,3.0,0.8999999999999999,0.8,11.7,5.0,84.0,31743,2015-11-09 18:32:25,15512.0
182,3.9,0.8999999999999999,0.8,11.7,5.2,84.0,31743,2015-11-09 18:33:25,16328.0
183,4.7,0.8000000000000003,0.8,11.7,5.4,84.0,31743,2015-11-09 18:34:25,16983.0
184,5.3,0.5999999999999996,0.6,11.7,5.8,84.0,31743,2015-11-09 18:35:25,17545.0
185,6.9,1.6000000000000005,1.5,11.7,6.2,84.0,31743,2015-11-09 18:36:25,18401.0
186,7.5,0.5999999999999996,1.2,11.7,6.2,84.0,31743,2015-11-09 18:36:59,19264.0
187,0.0,-7.5,-1.9,11.7,6.2,60.0,31744,2015-11-09 18:37:35,19861.0
188,0.0,0.0,0.3,11.7,6.9,102.0,31744,2015-11-09 18:37:44,20318.0
189,0.0,0.0,0.0,11.7,6.2,60.0,31745,2015-11-09 18:38:09,18014.0
190,1.4,1.4,2.0,11.7,7.3,81.0,31745,2015-11-09 18:38:52,17518.0
191,0.0,-1.4,0.0,25.8,15.0,84.0,31746,2015-11-09 20:17:13,458.0
192,1.6,1.6,1.6,23.9,16.4,96.0,31746,2015-11-09 20:18:13,-808.0
193,3.1,1.5,1.4,16.6,13.0,96.0,31746,2015-11-09 20:19:13,724.0
194,4.5,1.4,1.3,16.6,13.6,99.0,31746,2015-11-09 20:20:13,2243.0
195,5.4,0.9000000000000004,0.9,16.6,12.6,108.0,31746,2015-11-09 20:21:13,3733.0
196,6.0,0.5999999999999996,0.5,16.6,12.7,108.0,31746,2015-11-09 20:22:13,4617.0
197,6.5,0.5,0.5,16.6,13.3,108.0,31746,2015-11-09 20:23:13,5190.0
198,7.1,0.5999999999999996,0.5,16.6,13.4,108.0,31746,2015-11-09 20:24:13,5713.0
199,7.6,0.5,0.5,15.9,13.0,108.0,31746,2015-11-09 20:25:13,5847.0
200,8.2,0.5999999999999996,0.5,15.2,12.3,108.0,31746,2015-11-09 20:26:13,6209.0
201,8.7,0.5,0.5,15.2,12.0,108.0,31746,2015-11-09 20:27:13,6578.0
202,9.2,0.5,0.4,15.2,11.9,108.0,31746,2015-11-09 20:28:13,6608.0
203,9.7,0.5,0.5,15.2,11.6,108.0,31746,2015-11-09 20:29:13,7382.0
204,10.2,0.5,0.4,15.2,11.5,108.0,31746,2015-11-09 20:30:13,7382.0
205,10.7,0.5,0.4,15.2,11.3,108.0,31746,2015-11-09 20:31:13,7684.0
206,11.1,0.40000000000000036,0.4,15.2,11.1,108.0,31746,2015-11-09 20:32:13,8515.0
207,11.6,0.5,0.4,15.2,10.9,108.0,31746,2015-11-09 20:33:13,8277.0
208,12.0,0.40000000000000036,0.4,15.2,10.8,108.0,31746,2015-11-09 20:34:13,8504.0
209,12.5,0.5,0.4,15.2,10.3,108.0,31746,2015-11-09 20:35:13,9155.0
210,12.9,0.40000000000000036,0.4,15.2,10.3,108.0,31746,2015-11-09 20:36:13,9603.0
211,13.4,0.5,0.4,15.2,10.0,108.0,31746,2015-11-09 20:37:13,9939.0
212,13.8,0.40000000000000036,0.4,15.2,9.7,108.0,31746,2015-11-09 20:38:13,10360.0
213,14.2,0.3999999999999986,0.4,15.2,9.6,108.0,31746,2015-11-09 20:39:13,10615.0
214,14.6,0.40000000000000036,0.4,15.2,9.4,108.0,31746,2015-11-09 20:40:13,11050.0
215,15.0,0.40000000000000036,0.4,15.2,9.2,108.0,31746,2015-11-09 20:41:13,11330.0
216,15.5,0.5,0.4,15.2,9.0,108.0,31746,2015-11-09 20:42:13,11581.0
217,15.9,0.40000000000000036,0.4,15.2,9.0,108.0,31746,2015-11-09 20:43:13,11828.0
218,16.3,0.40000000000000036,0.4,15.2,8.8,108.0,31746,2015-11-09 20:44:13,12304.0
219,16.7,0.3999999999999986,0.3,15.2,8.9,108.0,31746,2015-11-09 20:45:13,12624.0
220,17.1,0.40000000000000213,0.3,15.2,8.7,108.0,31746,2015-11-09 20:46:13,12997.0
221,17.5,0.3999999999999986,0.3,15.2,8.6,108.0,31746,2015-11-09 20:47:13,13257.0
222,17.9,0.3999999999999986,0.3,15.2,8.4,108.0,31746,2015-11-09 20:48:13,13688.0
223,18.2,0.3000000000000007,0.3,15.2,8.4,106.0,31746,2015-11-09 20:49:13,13917.0
224,18.6,0.40000000000000213,0.3,15.2,8.1,108.0,31746,2015-11-09 20:50:13,14305.0
225,19.0,0.3999999999999986,0.3,15.2,8.2,108.0,31746,2015-11-09 20:51:13,14677.0
226,19.4,0.3999999999999986,0.3,15.2,8.1,108.0,31746,2015-11-09 20:52:13,15115.0
227,19.8,0.40000000000000213,0.3,15.2,8.1,108.0,31746,2015-11-09 20:53:13,15509.0
228,20.2,0.3999999999999986,0.3,15.2,7.8,108.0,31746,2015-11-09 20:54:13,15758.0
229,20.5,0.3000000000000007,0.3,15.2,7.8,108.0,31746,2015-11-09 20:55:13,16162.0
230,20.9,0.3999999999999986,0.3,15.2,7.6,108.0,31746,2015-11-09 20:56:13,16530.0
231,21.3,0.40000000000000213,0.3,15.2,7.5,108.0,31746,2015-11-09 20:57:13,16836.0
232,21.6,0.3000000000000007,0.3,15.2,7.5,108.0,31746,2015-11-09 20:58:13,17099.0
233,22.0,0.3999999999999986,0.3,15.2,7.5,108.0,31746,2015-11-09 20:59:13,17313.0
234,22.4,0.3999999999999986,0.3,15.2,7.3,108.0,31746,2015-11-09 21:00:13,17647.0
235,22.7,0.3000000000000007,0.3,15.2,7.3,107.0,31746,2015-11-09 21:01:13,17866.0
236,23.1,0.40000000000000213,0.3,15.2,7.3,108.0,31746,2015-11-09 21:02:13,18158.0
237,23.4,0.29999999999999716,0.3,15.2,7.3,108.0,31746,2015-11-09 21:03:13,18473.0
238,23.8,0.40000000000000213,0.3,15.2,7.2,108.0,31746,2015-11-09 21:04:13,18749.0
239,24.1,0.3000000000000007,0.3,15.2,6.7,108.0,31746,2015-11-09 21:05:13,19054.0
240,21.6,-2.5,-1.7,15.2,6.7,108.0,31746,2015-11-09 21:06:13,19077.0
241,21.8,0.1999999999999993,0.2,15.2,6.8,108.0,31746,2015-11-09 21:07:13,15905.0
242,14.8,-7.0,-5.4,15.2,6.9,111.0,31746,2015-11-09 21:08:13,15741.0
243,20.9,6.099999999999998,3.6,15.2,6.9,108.0,31746,2015-11-09 21:09:13,14592.0
244,21.5,0.6000000000000014,0.5,15.2,6.7,108.0,31746,2015-11-09 21:10:13,15579.0
245,22.0,0.5,0.4,15.2,6.7,108.0,31746,2015-11-09 21:11:13,16292.0
246,22.4,0.3999999999999986,0.4,15.2,6.9,108.0,31746,2015-11-09 21:12:13,16821.0
247,22.9,0.5,0.4,15.2,6.9,108.0,31746,2015-11-09 21:13:13,17411.0
248,23.4,0.5,0.4,15.2,6.7,108.0,31746,2015-11-09 21:14:13,17864.0
249,23.8,0.40000000000000213,0.4,15.2,6.6,108.0,31746,2015-11-09 21:15:13,18399.0
250,24.2,0.3999999999999986,0.4,15.2,6.6,108.0,31746,2015-11-09 21:16:13,19107.0
251,24.6,0.40000000000000213,0.4,15.2,6.5,108.0,31746,2015-11-09 21:17:13,19461.0
252,25.0,0.3999999999999986,0.4,15.2,6.5,108.0,31746,2015-11-09 21:18:13,19915.0
253,25.5,0.5,0.4,15.2,6.5,108.0,31746,2015-11-09 21:19:13,20241.0
254,25.9,0.3999999999999986,0.3,15.2,6.5,108.0,31746,2015-11-09 21:20:13,20591.0
255,26.3,0.40000000000000213,0.3,15.2,6.7,108.0,31746,2015-11-09 21:21:13,21053.0
256,26.6,0.3000000000000007,0.3,15.2,6.8,108.0,31746,2015-11-09 21:22:13,21396.0
257,27.0,0.3999999999999986,0.3,15.2,6.8,108.0,31746,2015-11-09 21:23:13,21824.0
258,27.4,0.3999999999999986,0.3,15.2,6.7,108.0,31746,2015-11-09 21:24:13,22168.0
259,27.7,0.3000000000000007,0.3,15.2,6.8,108.0,31746,2015-11-09 21:25:13,22516.0
260,28.1,0.40000000000000213,0.3,15.2,6.7,108.0,31746,2015-11-09 21:26:13,23084.0
261,23.0,-5.100000000000001,-1.4,15.2,6.7,108.0,31746,2015-11-09 21:27:13,23133.0
262,21.1,-1.8999999999999986,-27.2,15.2,6.7,108.0,31746,2015-11-09 21:27:27,17038.0
263,0.0,-21.1,0.0,15.2,7.5,108.0,31747,2015-11-09 21:29:28,3051.0
264,0.6,0.6,0.7,15.2,7.5,132.0,31747,2015-11-09 21:30:21,925.0
265,0.0,-0.6,0.0,15.2,8.8,132.0,31748,2015-11-09 21:30:29,803.0
266,0.7,0.7,0.6,15.2,7.4,143.0,31748,2015-11-09 21:31:29,1576.0
267,1.3,0.6000000000000001,0.5,15.2,7.3,156.0,31748,2015-11-09 21:32:29,2137.0
268,1.8,0.5,0.5,15.2,7.4,156.0,31748,2015-11-09 21:33:29,2464.0
269,2.4,0.5999999999999999,0.5,15.2,7.4,156.0,31748,2015-11-09 21:34:29,3427.0
270,2.9,0.5,0.4,15.2,7.3,156.0,31748,2015-11-09 21:35:29,3508.0
271,3.4,0.5,0.5,15.2,7.3,156.0,31748,2015-11-09 21:36:29,4284.0
272,3.9,0.5,0.4,15.2,7.3,156.0,31748,2015-11-09 21:37:29,4719.0
273,4.4,0.5000000000000004,0.5,15.2,7.3,156.0,31748,2015-11-09 21:38:29,4912.0
274,4.9,0.5,0.4,15.2,7.3,156.0,31748,2015-11-09 21:39:29,5699.0
275,5.4,0.5,0.4,15.2,7.3,156.0,31748,2015-11-09 21:40:29,6004.0
276,5.8,0.39999999999999947,0.4,15.2,7.4,156.0,31748,2015-11-09 21:41:29,6320.0
277,6.3,0.5,0.4,15.2,6.9,156.0,31748,2015-11-09 21:42:29,6892.0
278,6.7,0.40000000000000036,0.4,14.7,6.5,156.0,31748,2015-11-09 21:43:29,7204.0
