,cum_distance,delta_distance,feed_rate,flow_rate,pressure,rpm,run_id,time,total_distance,wob
0,0.0,0.0,0.5,15.2,11.2,48.0,31726,2015-11-09 14:34:42,0.0,5215.0
1,0.0,0.0,0.5,15.5,10.6,60.0,31726,2015-11-09 14:34:47,0.0,4843.0
2,0.0,0.0,0.1,15.5,12.5,0.0,31727,2015-11-09 14:37:43,0.0,3295.0
3,1.3,1.3,1.1,13.7,11.5,94.0,31727,2015-11-09 14:38:43,1.3,460.0
4,2.9,1.5999999999999999,1.5,12.1,10.7,96.0,31727,2015-11-09 14:39:43,2.9,255.0
5,5.7,2.8000000000000003,2.7,12.2,10.4,96.0,31727,2015-11-09 14:40:43,5.7,114.0
6,8.5,2.8,2.7,12.2,10.2,96.0,31727,2015-11-09 14:41:43,8.5,3.0
7,11.9,3.4000000000000004,3.3,12.1,10.0,96.0,31727,2015-11-09 14:42:43,11.9,300.0
8,15.7,3.799999999999999,3.8,12.2,9.8,96.0,31727,2015-11-09 14:43:43,15.7,110.0
9,19.6,3.900000000000002,3.8,12.1,9.5,96.0,31727,2015-11-09 14:44:43,19.6,62.0
10,23.5,3.8999999999999986,3.8,12.1,9.2,96.0,31727,2015-11-09 14:45:43,23.5,-9.0
11,27.3,3.8000000000000007,3.8,12.1,9.0,96.0,31727,2015-11-09 14:46:43,27.3,73.0
12,31.1,3.8000000000000007,3.7,12.1,8.5,97.0,31727,2015-11-09 14:47:43,31.1,-10.0
13,34.5,3.3999999999999986,3.4,12.1,8.2,98.0,31727,2015-11-09 14:48:43,34.5,1404.0
14,34.8,0.29999999999999716,0.2,12.1,8.2,113.0,31727,2015-11-09 14:49:43,34.8,1330.0
15,36.6,1.8000000000000043,1.7,12.2,8.4,144.0,31727,2015-11-09 14:50:43,36.6,3019.0
16,32.9,-3.700000000000003,-1.4,12.2,8.6,149.0,31727,2015-11-09 14:51:43,32.9,3123.0
17,35.0,2.1000000000000014,2.0,12.2,8.8,178.0,31727,2015-11-09 14:52:43,35.0,468.0
18,36.4,1.3999999999999986,1.4,12.2,9.0,180.0,31727,2015-11-09 14:53:43,36.4,1964.0
19,37.8,1.3999999999999986,1.3,12.2,9.2,180.0,31727,2015-11-09 14:54:43,37.8,3204.0
20,39.1,1.3000000000000043,1.2,12.2,9.3,179.0,31727,2015-11-09 14:55:43,39.1,4567.0
21,37.6,-1.5,-0.2,12.2,9.5,172.0,31727,2015-11-09 14:56:43,37.6,5565.0
22,35.5,-2.1000000000000014,-6.8,12.3,9.7,174.0,31727,2015-11-09 14:57:09,35.5,3867.0
23,0.0,0.0,3.5,12.4,8.8,0.0,31728,2015-11-09 14:58:40,35.5,3509.0
24,0.4,0.4,0.4,12.3,9.7,178.0,31728,2015-11-09 14:59:20,35.9,1803.0
25,0.0,0.0,0.0,12.0,11.2,180.0,31729,2015-11-09 14:59:32,35.9,-136.0
26,1.8,1.8,1.7,12.3,9.5,180.0,31729,2015-11-09 15:00:32,37.699999999999996,229.0
27,3.5,1.7,1.7,12.3,9.2,180.0,31729,2015-11-09 15:01:32,39.4,1186.0
28,5.2,1.7000000000000002,1.6,12.3,9.2,180.0,31729,2015-11-09 15:02:32,41.1,2467.0
29,6.8,1.5999999999999996,1.6,12.3,9.1,180.0,31729,2015-11-09 15:03:32,42.7,3878.0
30,8.4,1.6000000000000005,1.5,12.3,8.8,180.0,31729,2015-11-09 15:04:32,44.300000000000004,5188.0
31,9.9,1.5,1.5,12.3,8.7,180.0,31729,2015-11-09 15:05:32,45.800000000000004,6637.0
32,10.3,0.40000000000000036,1.2,12.3,8.6,177.0,31729,2015-11-09 15:05:59,46.2,7400.0
33,0.0,0.0,0.0,12.4,7.5,120.0,31730,2015-11-09 15:06:40,46.2,8277.0
34,-6.2,-6.2,-5.6,12.3,8.7,151.0,31730,2015-11-09 15:07:40,40.0,2439.0
35,-4.4,1.7999999999999998,1.7,12.2,8.8,192.0,31730,2015-11-09 15:08:40,41.8,686.0
36,-3.0,1.4000000000000004,1.3,12.3,8.5,192.0,31730,2015-11-09 15:09:40,43.199999999999996,2314.0
37,-1.8,1.2,1.1,12.3,8.6,192.0,31730,2015-11-09 15:10:40,44.4,3330.0
38,-0.8,1.0,1.0,12.4,8.5,192.0,31730,2015-11-09 15:11:40,45.4,4234.0
39,0.3,1.1,1.0,12.4,8.4,192.0,31730,2015-11-09 15:12:40,46.5,5199.0
40,1.3,1.0,1.0,12.3,8.3,192.0,31730,2015-11-09 15:13:40,47.5,6124.0
41,2.7,1.4000000000000001,1.2,12.4,8.1,192.0,31730,2015-11-09 15:14:40,48.9,7018.0
42,4.3,1.5999999999999996,1.6,12.4,8.2,192.0,31730,2015-11-09 15:15:40,50.5,8400.0
43,5.9,1.6000000000000005,1.6,12.4,8.0,192.0,31730,2015-11-09 15:16:40,52.1,9638.0
44,6.4,0.5,1.1,12.4,8.0,187.0,31730,2015-11-09 15:17:17,52.6,10482.0
45,0.0,0.0,-13.4,12.4,7.5,144.0,31731,2015-11-09 15:18:16,52.6,7236.0
46,0.0,0.0,0.0,12.4,8.4,184.0,31731,2015-11-09 15:18:35,52.6,7448.0
47,0.0,0.0,0.0,12.4,8.8,228.0,31732,2015-11-09 15:18:58,52.6,2642.0
48,3.8,3.8,3.4,12.4,8.5,228.0,31732,2015-11-09 15:19:58,56.4,830.0
49,7.3,3.5,3.6,12.4,8.4,228.0,31732,2015-11-09 15:20:58,59.9,4701.0
50,9.5,2.2,2.2,12.4,8.2,228.0,31732,2015-11-09 15:21:58,62.1,7296.0
51,10.6,1.0999999999999996,1.6,12.4,8.5,224.0,31732,2015-11-09 15:22:39,63.2,8368.0
52,0.0,0.0,2.9,13.1,10.0,48.0,31733,2015-11-09 16:30:19,63.2,-820.0
53,17.4,17.4,17.1,20.0,14.8,70.0,31733,2015-11-09 16:31:19,80.6,-2484.0
54,36.1,18.700000000000003,18.1,22.6,16.4,72.0,31733,2015-11-09 16:32:19,99.3,-2583.0
55,49.4,13.299999999999997,13.9,22.7,15.6,75.0,31733,2015-11-09 16:33:19,112.6,-2016.0
56,51.0,1.6000000000000014,1.5,22.7,15.4,96.0,31733,2015-11-09 16:34:19,114.19999999999999,727.0
57,52.3,1.2999999999999972,1.3,22.7,16.0,96.0,31733,2015-11-09 16:35:19,115.49999999999999,1726.0
58,50.3,-2.0,-2.8,22.6,16.5,138.0,31733,2015-11-09 16:36:19,113.49999999999999,1272.0
59,51.6,1.3000000000000043,1.2,22.6,16.9,144.0,31733,2015-11-09 16:37:19,114.79999999999998,211.0
60,52.9,1.2999999999999972,1.3,22.7,17.3,144.0,31733,2015-11-09 16:38:19,116.09999999999998,2191.0
61,54.2,1.3000000000000043,1.2,22.6,18.1,144.0,31733,2015-11-09 16:39:19,117.39999999999998,3558.0
62,55.4,1.1999999999999957,1.1,22.6,18.3,144.0,31733,2015-11-09 16:40:19,118.59999999999997,4477.0
63,56.4,1.0,1.0,22.6,18.8,144.0,31733,2015-11-09 16:41:19,119.59999999999997,5244.0
64,57.4,1.0,1.0,22.6,19.4,143.0,31733,2015-11-09 16:42:19,120.59999999999997,6174.0
65,55.8,-1.6000000000000014,-1.4,22.6,19.7,141.0,31733,2015-11-09 16:43:11,118.99999999999997,6534.0
66,0.0,0.0,0.0,22.3,18.8,120.0,31734,2015-11-09 16:43:58,118.99999999999997,6220.0
67,1.1,1.1,1.0,22.7,20.5,116.0,31734,2015-11-09 16:44:58,120.09999999999997,3713.0
68,2.3,1.1999999999999997,1.1,22.7,20.5,123.0,31734,2015-11-09 16:45:58,121.29999999999997,4934.0
69,3.4,1.1,1.1,22.5,20.0,127.0,31734,2015-11-09 16:46:58,122.39999999999996,6244.0
70,4.4,1.0000000000000004,1.1,22.8,20.0,136.0,31734,2015-11-09 16:47:58,123.39999999999996,7893.0
71,-2.8,-7.2,-6.9,22.7,22.2,214.0,31734,2015-11-09 16:48:58,116.19999999999996,1728.0
72,-1.0,1.7999999999999998,1.8,22.6,22.6,222.0,31734,2015-11-09 16:49:58,117.99999999999996,1402.0
73,0.7,1.7,1.7,22.6,23.6,248.0,31734,2015-11-09 16:50:58,119.69999999999996,3164.0
74,2.4,1.7,1.6,22.8,24.2,251.0,31734,2015-11-09 16:51:58,121.39999999999996,4568.0
75,3.9,1.5,1.4,22.8,24.1,247.0,31734,2015-11-09 16:52:58,122.89999999999996,5960.0
76,5.3,1.4,1.4,22.7,25.3,246.0,31734,2015-11-09 16:53:58,124.29999999999997,7608.0
77,6.4,1.1000000000000005,1.1,22.7,26.5,245.0,31734,2015-11-09 16:54:58,125.39999999999996,8651.0
78,6.4,0.0,0.0,0.0,0.0,0.0,31734,2015-11-09 16:55:00,125.39999999999996,0.0
79,0.0,0.0,0.0,22.6,32.5,84.0,31735,2015-11-09 16:57:05,125.39999999999996,4559.0
80,-3.6,-3.6,-3.5,22.7,29.4,86.0,31735,2015-11-09 16:58:05,121.79999999999997,727.0
81,-1.6,2.0,1.9,22.7,29.4,84.0,31735,2015-11-09 16:59:05,123.79999999999997,138.0
82,-0.4,1.2000000000000002,1.1,22.6,30.4,83.0,31735,2015-11-09 17:00:05,124.99999999999997,942.0
83,0.6,1.0,1.0,22.6,31.8,84.0,31735,2015-11-09 17:01:05,125.99999999999997,2305.0
84,1.7,1.1,1.0,22.6,33.1,84.0,31735,2015-11-09 17:02:05,127.09999999999997,3065.0
85,2.6,0.9000000000000001,0.9,22.6,35.0,84.0,31735,2015-11-09 17:03:05,127.99999999999997,3971.0
86,3.6,1.0,0.9,22.6,37.0,84.0,31735,2015-11-09 17:04:05,128.99999999999997,4757.0
87,4.5,0.8999999999999999,0.9,22.6,38.5,90.0,31735,2015-11-09 17:05:05,129.89999999999998,5496.0
88,5.4,0.9000000000000004,0.9,22.6,41.2,88.0,31735,2015-11-09 17:06:05,130.79999999999998,6307.0
89,6.3,0.8999999999999995,0.8,22.5,45.1,91.0,31735,2015-11-09 17:07:05,131.7,6987.0
90,6.5,0.20000000000000018,0.8,22.5,46.3,90.0,31735,2015-11-09 17:07:26,131.89999999999998,7430.0
91,0.0,0.0,0.9,21.9,61.2,50.0,31736,2015-11-09 17:07:28,131.89999999999998,7565.0
92,0.8,0.8,0.8,22.5,50.5,88.0,31736,2015-11-09 17:08:28,132.7,8343.0
93,1.7,0.8999999999999999,0.8,22.3,57.1,86.0,31736,2015-11-09 17:09:28,133.6,9094.0
94,1.9,0.19999999999999996,0.2,17.3,54.6,86.0,31736,2015-11-09 17:10:28,133.79999999999998,8569.0
95,-11.3,-13.200000000000001,-11.2,16.3,56.1,88.0,31736,2015-11-09 17:11:28,120.59999999999998,3663.0
96,-11.3,0.0,0.0,16.3,33.1,84.0,31736,2015-11-09 17:12:28,120.59999999999998,2816.0
97,-12.5,-1.1999999999999993,-0.9,16.6,25.8,84.0,31736,2015-11-09 17:13:28,119.39999999999998,1741.0
98,-11.3,1.1999999999999993,1.2,16.7,18.7,84.0,31736,2015-11-09 17:14:28,120.59999999999998,-765.0
99,-10.1,1.200000000000001,1.1,16.6,16.9,84.0,31736,2015-11-09 17:15:28,121.79999999999998,-561.0
100,-8.9,1.1999999999999993,1.1,16.7,16.1,211.0,31736,2015-11-09 17:16:28,122.99999999999999,-424.0
101,-6.9,2.0,1.8,16.7,17.0,252.0,31736,2015-11-09 17:17:28,124.99999999999999,472.0
102,-4.3,2.6000000000000005,2.6,16.8,17.6,252.0,31736,2015-11-09 17:18:28,127.59999999999998,2606.0
103,-1.8,2.5,2.4,16.8,18.3,252.0,31736,2015-11-09 17:19:28,130.09999999999997,4854.0
104,0.7,2.5,2.3,16.8,19.3,252.0,31736,2015-11-09 17:20:28,132.59999999999997,7133.0
105,1.6,0.9000000000000001,1.9,16.8,20.1,241.0,31736,2015-11-09 17:21:00,133.49999999999997,8566.0
106,0.0,0.0,0.0,17.0,12.5,96.0,31737,2015-11-09 17:25:11,133.49999999999997,4001.0
107,3.1,3.1,2.9,16.8,13.8,106.0,31737,2015-11-09 17:26:11,136.59999999999997,-160.0
108,6.1,2.9999999999999996,3.0,16.8,13.3,132.0,31737,2015-11-09 17:27:11,139.59999999999997,50.0
109,9.0,2.9000000000000004,2.8,16.8,13.3,133.0,31737,2015-11-09 17:28:11,142.49999999999997,1882.0
110,11.8,2.8000000000000007,2.7,16.7,13.9,142.0,31737,2015-11-09 17:29:11,145.29999999999998,4516.0
111,11.9,0.09999999999999964,1.4,16.7,13.8,116.0,31737,2015-11-09 17:29:23,145.39999999999998,5811.0
112,0.0,0.0,0.0,17.0,15.0,72.0,31738,2015-11-09 17:29:51,145.39999999999998,5765.0
113,0.0,0.0,0.3,16.6,15.0,0.0,31738,2015-11-09 17:29:54,145.39999999999998,0.0
114,0.0,0.0,1.3,17.0,12.5,0.0,31739,2015-11-09 17:29:56,145.39999999999998,5739.0
115,1.4,1.4,1.5,16.7,14.5,81.0,31739,2015-11-09 17:30:56,146.79999999999998,6910.0
116,1.9,0.5,0.4,16.7,14.8,79.0,31739,2015-11-09 17:31:56,147.29999999999998,7305.0
117,2.4,0.5,0.4,13.9,13.8,76.0,31739,2015-11-09 17:32:56,147.79999999999998,7662.0
118,2.4,0.0,0.3,12.5,13.2,72.0,31739,2015-11-09 17:33:12,147.79999999999998,7619.0
119,0.0,0.0,0.0,12.7,15.0,60.0,31740,2015-11-09 17:34:21,147.79999999999998,7931.0
120,0.4,0.4,0.3,12.6,14.0,63.0,31740,2015-11-09 17:35:21,148.2,8226.0
121,0.7,0.29999999999999993,0.3,12.5,14.6,63.0,31740,2015-11-09 17:36:21,148.5,8566.0
122,0.8,0.10000000000000009,0.3,12.5,14.9,60.0,31740,2015-11-09 17:36:45,148.6,8590.0
123,0.0,0.0,0.3,12.7,17.5,10.0,31741,2015-11-09 17:36:46,148.6,8399.0
124,0.3,0.3,0.3,12.5,15.5,64.0,31741,2015-11-09 17:37:46,148.9,8998.0
125,0.6,0.3,0.3,12.5,16.0,61.0,31741,2015-11-09 17:38:46,149.20000000000002,9294.0
126,0.7,0.09999999999999998,0.2,12.6,16.3,60.0,31741,2015-11-09 17:39:08,149.3,8744.0
127,0.0,0.0,1.0,12.4,20.0,48.0,31742,2015-11-09 17:45:36,149.3,7554.0
128,1.1,1.1,1.1,12.5,22.8,49.0,31742,2015-11-09 17:46:36,150.4,8562.0
129,2.2,1.1,0.9,12.5,24.0,49.0,31742,2015-11-09 17:47:36,151.5,9566.0
130,3.1,0.8999999999999999,0.9,12.5,25.8,48.0,31742,2015-11-09 17:48:36,152.4,10857.0
131,3.9,0.7999999999999998,0.8,12.5,27.8,48.0,31742,2015-11-09 17:49:36,153.20000000000002,11633.0
132,4.8,0.8999999999999999,0.8,12.5,30.0,48.0,31742,2015-11-09 17:50:36,154.10000000000002,12274.0
133,5.6,0.7999999999999998,0.7,12.5,33.3,49.0,31742,2015-11-09 17:51:36,154.90000000000003,12929.0
134,6.4,0.8000000000000007,0.7,12.4,36.7,48.0,31742,2015-11-09 17:52:36,155.70000000000005,13654.0
135,7.1,0.6999999999999993,0.7,12.4,41.3,48.0,31742,2015-11-09 17:53:36,156.40000000000003,14202.0
136,7.9,0.8000000000000007,0.7,12.4,47.2,48.0,31742,2015-11-09 17:54:36,157.20000000000005,14678.0
137,8.5,0.5999999999999996,0.6,12.4,56.7,48.0,31742,2015-11-09 17:55:36,157.80000000000004,15121.0
138,9.0,0.5,0.4,12.3,68.8,48.0,31742,2015-11-09 17:56:36,158.30000000000004,14850.0
139,9.7,0.6999999999999993,0.7,11.7,87.8,48.0,31742,2015-11-09 17:57:36,159.00000000000003,15540.0
140,2.6,-7.1,-2.3,11.2,107.2,48.0,31742,2015-11-09 17:58:36,151.90000000000003,14475.0
141,3.3,0.6999999999999997,0.5,11.3,82.7,48.0,31742,2015-11-09 17:59:36,152.60000000000002,11715.0
142,5.2,1.9000000000000004,1.9,11.2,62.1,48.0,31742,2015-11-09 18:00:36,154.50000000000003,10987.0
143,7.3,2.0999999999999996,2.0,11.3,61.4,48.0,31742,2015-11-09 18:01:36,156.60000000000002,12736.0
144,8.8,1.5000000000000009,1.5,11.4,72.1,48.0,31742,2015-11-09 18:02:36,158.10000000000002,14109.0
145,-0.8,-9.600000000000001,-3.0,11.1,87.2,48.0,31742,2015-11-09 18:03:36,148.50000000000003,13049.0
146,1.5,2.3,2.2,11.4,60.3,71.0,31742,2015-11-09 18:04:36,150.80000000000004,8732.0
147,4.8,3.3,3.1,11.4,42.0,84.0,31742,2015-11-09 18:05:36,154.10000000000005,10664.0
148,7.0,2.2,2.2,11.4,39.6,84.0,31742,2015-11-09 18:06:36,156.30000000000004,12846.0
149,8.1,1.0999999999999996,1.0,11.3,44.4,84.0,31742,2015-11-09 18:07:36,157.40000000000003,13805.0
150,9.4,1.3000000000000007,1.2,11.3,54.0,84.0,31742,2015-11-09 18:08:36,158.70000000000005,15323.0
151,10.5,1.0999999999999996,1.1,11.3,67.6,84.0,31742,2015-11-09 18:09:36,159.80000000000004,16672.0
152,11.3,0.8000000000000007,0.2,11.1,84.7,84.0,31742,2015-11-09 18:10:36,160.60000000000005,16478.0
153,5.7,-5.6000000000000005,2.8,11.3,88.7,86.0,31742,2015-11-09 18:11:36,155.00000000000006,12687.0
154,13.5,7.8,7.3,11.4,49.8,84.0,31742,2015-11-09 18:12:36,162.80000000000007,6062.0
155,15.2,1.6999999999999993,1.7,11.5,31.2,84.0,31742,2015-11-09 18:13:36,164.50000000000006,7230.0
156,17.0,1.8000000000000007,1.7,11.6,22.2,84.0,31742,2015-11-09 18:14:36,166.30000000000007,5793.0
157,18.6,1.6000000000000014,1.6,11.6,16.4,84.0,31742,2015-11-09 18:15:36,167.90000000000006,6378.0
158,20.2,1.5999999999999979,1.5,11.6,12.7,86.0,31742,2015-11-09 18:16:36,169.50000000000006,7418.0
159,21.7,1.5,1.5,11.7,10.5,81.0,31742,2015-11-09 18:17:36,171.00000000000006,8693.0
160,22.9,1.1999999999999993,1.2,11.7,8.8,92.0,31742,2015-11-09 18:18:36,172.20000000000005,9901.0
161,23.8,0.9000000000000021,0.8,11.7,7.5,96.0,31742,2015-11-09 18:19:36,173.10000000000005,10859.0
162,24.6,0.8000000000000007,0.8,11.7,6.8,96.0,31742,2015-11-09 18:20:36,173.90000000000006,11524.0
163,25.4,0.7999999999999972,0.7,11.7,6.4,96.0,31742,2015-11-09 18:21:36,174.70000000000005,12294.0
164,26.1,0.7000000000000028,0.6,11.7,6.1,96.0,31742,2015-11-09 18:22:36,175.40000000000003,12691.0
165,26.8,0.6999999999999993,0.6,11.7,5.8,96.0,31742,2015-11-09 18:23:36,176.10000000000002,11930.0
166,27.8,1.0,1.0,11.5,5.4,96.0,31742,2015-11-09 18:24:36,177.10000000000002,10524.0
167,28.8,1.0,0.9,11.7,5.0,96.0,31742,2015-11-09 18:25:36,178.10000000000002,11483.0
168,29.8,1.0,0.9,11.7,4.6,96.0,31742,2015-11-09 18:26:36,179.10000000000002,12276.0
169,30.7,0.8999999999999986,0.9,11.7,4.5,96.0,31742,2015-11-09 18:27:36,180.00000000000003,13217.0
170,31.7,1.0,0.9,11.7,4.4,96.0,31742,2015-11-09 18:28:36,181.00000000000003,13828.0
171,31.1,-0.5999999999999979,-0.3,11.7,4.3,96.0,31742,2015-11-09 18:29:10,180.40000000000003,13792.0
172,0.0,0.0,1.4,11.7,5.0,36.0,31743,2015-11-09 18:29:25,180.40000000000003,12054.0
173,1.2,1.2,1.2,11.7,4.6,83.0,31743,2015-11-09 18:30:25,181.60000000000002,13609.0
174,2.1,0.9000000000000001,0.9,11.7,4.7,84.0,31743,2015-11-09 18:31:25,182.50000000000003,14748.0
175,3.0,0.8999999999999999,0.8,11.7,5.0,84.0,31743,2015-11-09 18:32:25,183.40000000000003,15512.0
176,3.9,0.8999999999999999,0.8,11.7,5.2,84.0,31743,2015-11-09 18:33:25,184.30000000000004,16328.0
177,4.7,0.8000000000000003,0.8,11.7,5.4,84.0,31743,2015-11-09 18:34:25,185.10000000000005,16983.0
178,5.3,0.5999999999999996,0.6,11.7,5.8,84.0,31743,2015-11-09 18:35:25,185.70000000000005,17545.0
179,6.9,1.6000000000000005,1.5,11.7,6.2,84.0,31743,2015-11-09 18:36:25,187.30000000000004,18401.0
180,7.5,0.5999999999999996,1.2,11.7,6.2,84.0,31743,2015-11-09 18:36:59,187.90000000000003,19264.0
181,0.0,0.0,-1.9,11.7,6.2,60.0,31744,2015-11-09 18:37:35,187.90000000000003,19861.0
182,0.0,0.0,0.3,11.7,6.9,102.0,31744,2015-11-09 18:37:44,187.90000000000003,20318.0
183,0.0,0.0,0.0,11.7,6.2,60.0,31745,2015-11-09 18:38:09,187.90000000000003,18014.0
184,1.4,1.4,2.0,11.7,7.3,81.0,31745,2015-11-09 18:38:52,189.30000000000004,17518.0
185,0.0,0.0,0.0,25.8,15.0,84.0,31746,2015-11-09 20:17:13,189.30000000000004,458.0
186,1.6,1.6,1.6,23.9,16.4,96.0,31746,2015-11-09 20:18:13,190.90000000000003,-808.0
187,3.1,1.5,1.4,16.6,13.0,96.0,31746,2015-11-09 20:19:13,192.40000000000003,724.0
188,4.5,1.4,1.3,16.6,13.6,99.0,31746,2015-11-09 20:20:13,193.80000000000004,2243.0
189,5.4,0.9000000000000004,0.9,16.6,12.6,108.0,31746,2015-11-09 20:21:13,194.70000000000005,3733.0
190,6.0,0.5999999999999996,0.5,16.6,12.7,108.0,31746,2015-11-09 20:22:13,195.30000000000004,4617.0
191,6.5,0.5,0.5,16.6,13.3,108.0,31746,2015-11-09 20:23:13,195.80000000000004,5190.0
192,7.1,0.5999999999999996,0.5,16.6,13.4,108.0,31746,2015-11-09 20:24:13,196.40000000000003,5713.0
193,7.6,0.5,0.5,15.9,13.0,108.0,31746,2015-11-09 20:25:13,196.90000000000003,5847.0
194,8.2,0.5999999999999996,0.5,15.2,12.3,108.0,31746,2015-11-09 20:26:13,197.50000000000003,6209.0
195,8.7,0.5,0.5,15.2,12.0,108.0,31746,2015-11-09 20:27:13,198.00000000000003,6578.0
196,9.2,0.5,0.4,15.2,11.9,108.0,31746,2015-11-09 20:28:13,198.50000000000003,6608.0
197,9.7,0.5,0.5,15.2,11.6,108.0,31746,2015-11-09 20:29:13,199.00000000000003,7382.0
198,10.2,0.5,0.4,15.2,11.5,108.0,31746,2015-11-09 20:30:13,199.50000000000003,7382.0
199,10.7,0.5,0.4,15.2,11.3,108.0,31746,2015-11-09 20:31:13,200.00000000000003,7684.0
200,11.1,0.40000000000000036,0.4,15.2,11.1,108.0,31746,2015-11-09 20:32:13,200.40000000000003,8515.0
201,11.6,0.5,0.4,15.2,10.9,108.0,31746,2015-11-09 20:33:13,200.90000000000003,8277.0
202,12.0,0.40000000000000036,0.4,15.2,10.8,108.0,31746,2015-11-09 20:34:13,201.30000000000004,8504.0
203,12.5,0.5,0.4,15.2,10.3,108.0,31746,2015-11-09 20:35:13,201.80000000000004,9155.0
204,12.9,0.40000000000000036,0.4,15.2,10.3,108.0,31746,2015-11-09 20:36:13,202.20000000000005,9603.0
205,13.4,0.5,0.4,15.2,10.0,108.0,31746,2015-11-09 20:37:13,202.70000000000005,9939.0
206,13.8,0.40000000000000036,0.4,15.2,9.7,108.0,31746,2015-11-09 20:38:13,203.10000000000005,10360.0
207,14.2,0.3999999999999986,0.4,15.2,9.6,108.0,31746,2015-11-09 20:39:13,203.50000000000006,10615.0
208,14.6,0.40000000000000036,0.4,15.2,9.4,108.0,31746,2015-11-09 20:40:13,203.90000000000006,11050.0
209,15.0,0.40000000000000036,0.4,15.2,9.2,108.0,31746,2015-11-09 20:41:13,204.30000000000007,11330.0
210,15.5,0.5,0.4,15.2,9.0,108.0,31746,2015-11-09 20:42:13,204.80000000000007,11581.0
211,15.9,0.40000000000000036,0.4,15.2,9.0,108.0,31746,2015-11-09 20:43:13,205.20000000000007,11828.0
212,16.3,0.40000000000000036,0.4,15.2,8.8,108.0,31746,2015-11-09 20:44:13,205.60000000000008,12304.0
213,16.7,0.3999999999999986,0.3,15.2,8.9,108.0,31746,2015-11-09 20:45:13,206.00000000000009,12624.0
214,17.1,0.40000000000000213,0.3,15.2,8.7,108.0,31746,2015-11-09 20:46:13,206.4000000000001,12997.0
215,17.5,0.3999999999999986,0.3,15.2,8.6,108.0,31746,2015-11-09 20:47:13,206.8000000000001,13257.0
216,17.9,0.3999999999999986,0.3,15.2,8.4,108.0,31746,2015-11-09 20:48:13,207.2000000000001,13688.0
217,18.2,0.3000000000000007,0.3,15.2,8.4,106.0,31746,2015-11-09 20:49:13,207.5000000000001,13917.0
218,18.6,0.40000000000000213,0.3,15.2,8.1,108.0,31746,2015-11-09 20:50:13,207.90000000000012,14305.0
219,19.0,0.3999999999999986,0.3,15.2,8.2,108.0,31746,2015-11-09 20:51:13,208.30000000000013,14677.0
220,19.4,0.3999999999999986,0.3,15.2,8.1,108.0,31746,2015-11-09 20:52:13,208.70000000000013,15115.0
221,19.8,0.40000000000000213,0.3,15.2,8.1,108.0,31746,2015-11-09 20:53:13,209.10000000000014,15509.0
222,20.2,0.3999999999999986,0.3,15.2,7.8,108.0,31746,2015-11-09 20:54:13,209.50000000000014,15758.0
223,20.5,0.3000000000000007,0.3,15.2,7.8,108.0,31746,2015-11-09 20:55:13,209.80000000000015,16162.0
224,20.9,0.3999999999999986,0.3,15.2,7.6,108.0,31746,2015-11-09 20:56:13,210.20000000000016,16530.0
225,21.3,0.40000000000000213,0.3,15.2,7.5,108.0,31746,2015-11-09 20:57:13,210.60000000000016,16836.0
226,21.6,0.3000000000000007,0.3,15.2,7.5,108.0,31746,2015-11-09 20:58:13,210.90000000000018,17099.0
227,22.0,0.3999999999999986,0.3,15.2,7.5,108.0,31746,2015-11-09 20:59:13,211.30000000000018,17313.0
228,22.4,0.3999999999999986,0.3,15.2,7.3,108.0,31746,2015-11-09 21:00:13,211.7000000000002,17647.0
229,22.7,0.3000000000000007,0.3,15.2,7.3,107.0,31746,2015-11-09 21:01:13,212.0000000000002,17866.0
230,23.1,0.40000000000000213,0.3,15.2,7.3,108.0,31746,2015-11-09 21:02:13,212.4000000000002,18158.0
231,23.4,0.29999999999999716,0.3,15.2,7.3,108.0,31746,2015-11-09 21:03:13,212.70000000000022,18473.0
232,23.8,0.40000000000000213,0.3,15.2,7.2,108.0,31746,2015-11-09 21:04:13,213.10000000000022,18749.0
233,24.1,0.3000000000000007,0.3,15.2,6.7,108.0,31746,2015-11-09 21:05:13,213.40000000000023,19054.0
234,21.6,-2.5,-1.7,15.2,6.7,108.0,31746,2015-11-09 21:06:13,210.90000000000023,19077.0
235,21.8,0.1999999999999993,0.2,15.2,6.8,108.0,31746,2015-11-09 21:07:13,211.10000000000022,15905.0
236,14.8,-7.0,-5.4,15.2,6.9,111.0,31746,2015-11-09 21:08:13,204.10000000000022,15741.0
237,20.9,6.099999999999998,3.6,15.2,6.9,108.0,31746,2015-11-09 21:09:13,210.20000000000022,14592.0
238,21.5,0.6000000000000014,0.5,15.2,6.7,108.0,31746,2015-11-09 21:10:13,210.8000000000002,15579.0
239,22.0,0.5,0.4,15.2,6.7,108.0,31746,2015-11-09 21:11:13,211.3000000000002,16292.0
240,22.4,0.3999999999999986,0.4,15.2,6.9,108.0,31746,2015-11-09 21:12:13,211.70000000000022,16821.0
241,22.9,0.5,0.4,15.2,6.9,108.0,31746,2015-11-09 21:13:13,212.20000000000022,17411.0
242,23.4,0.5,0.4,15.2,6.7,108.0,31746,2015-11-09 21:14:13,212.70000000000022,17864.0
243,23.8,0.40000000000000213,0.4,15.2,6.6,108.0,31746,2015-11-09 21:15:13,213.10000000000022,18399.0
244,24.2,0.3999999999999986,0.4,15.2,6.6,108.0,31746,2015-11-09 21:16:13,213.50000000000023,19107.0
